siruta,link_harta,cod_LMI,cod_RAN,nume,judet,uat,localitate,punct,reper,categorie,tip,data_modif,bibliografie,y_field,x_field
59470,http://bit.ly/30AzYY5,CJ-I-s-B-07040,59470.01,Aşezarea din epoca bronzului de la Domoşu - Vârful Turdanului,Cluj,Sâncraiu,Domoşu,Vârful Turdanului (Tordalma),lipsa reper,locuire civilă,aşezare,20.5.2019,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 385 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 836, 282 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 188 [Repertoriu] (sursa fişei de sit)
5. Ferenczi, Ştefan, Contribuţii la problema limesului de vest al Daciei (Partea a II-a. 2). Raport asupra unor cercetări pe teren efectuate între anii 1947- 1957 şi în 1966, ActaMN, 10, 1973, 557 [Publicaţie]
6. Popșe, Corina; Nemeti, Sorin; Fodorean, Florin-Gheorghe,  Studiu istoric și arheologic comuna Sâncraiu, jud. Clu, 2016 [Fişă de sit]
 
",46.81627,23.02258
59489,http://bit.ly/2KVJO1y,lipsa cod,59489.01,Placă de piatră de la Horlacea - Fântâna lui Borza,Cluj,Sâncraiu,Horlacea,Fântâna lui Borza,"Această placă din piatră cu chenar a fost găsită de-a lungul pârâului, la baza dealului dinspre est de sat.",decoperire funeră,obiect izolat,20.5.2019,"1. Nemeti, Sorin; Fodorean, Florin-Gheorghe, 2004 [Fişă de sit] (sursa fişei de sit)
 
",46.81856,23.03949
60124,http://bit.ly/30BRxHt,lipsa cod,60124.03,Aşezarea de la Bădeşti - Dealul Boroş,Cluj,Vultureni,Bădeşti,Dealul Boroş,Aşezarea este amplasată pe Dealul Boroş.,locuire,aşezare,20.5.2019,"1. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.96913,23.63653
60106,http://bit.ly/2KY1iKL,lipsa cod,60106.07,Aşezarea de la Vultureni - Şcoală,Cluj,Vultureni,Vultureni,Şcoală,"Aşezarea este amplasată pe malul drept al Văii Borşa, lângă şcoala gimnazială din localitate.",locuire,aşezare,20.5.2019,"1. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.96101,23.56012
60151,http://bit.ly/2KZ9tqe,lipsa cod,60151.08,Monumentul funerar de la Şoimeni - Râtul Braniştei,Cluj,Vultureni,Şoimeni,Râtul Braniştei,"Monumentul a fost descoperit pe prima terasă situată la nord de satul Şoimeni, în apropiere de vărsarea Văii Şoimenilor în Valea Borşei.",descoperire izolată,monument funerar,20.5.2019,"1. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.95924,23.53117
60151,http://bit.ly/2KWmwbJ,CJ-I-s-A-07202,60151.02,Cetatea de pământ de la Şoimeni - Piatra Şoimilor,Cluj,Vultureni,Şoimeni,Piatra Şoimilor (Căuăcie),"Aşezarea este amplasată la est de satul Şoimeni, pe platoul de pe cel mai înalt deal.",locuire,cetate de pământ,20.5.2019,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 862, 608 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 384 [Repertoriu] (sursa fişei de sit)
4. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit]
 
",46.95351,23.53716
60115,http://bit.ly/30zTrIJ,lipsa cod,60115.07,Necropola de la Băbuţiu - Gura Remetii,Cluj,Vultureni,Băbuţiu,Gura Remetii,"Necropola este amplasată pe aceeaşi vale a Pârâului Băbuţiu, la 200 m vest de aşezarea ce are codul RAN 60115.06.",descoperire funerară,necropolă,20.5.2019,"1. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.93966,23.52688
60115,http://bit.ly/30CE0iG,lipsa cod,60115.06,Aşezarea de la Băbuţiu - La Ciutaia,Cluj,Vultureni,Băbuţiu,La Ciutaia,"Aşezarea se află la 510 m înspre nord-est de aşezarea ce are codul RAN 60155.05, tot pe terasa Pârâului Băbuţiu.",locuire,aşezare,20.5.2019,"1. Marcu; Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.93966,23.52688
60115,http://bit.ly/2KVTvNf,lipsa cod,60115.05,Aşezarea de la Băbuţiu - La Ciutaia,Cluj,Vultureni,Băbuţiu,La Ciutaia,"Aşezarea este amplasată pe o terasă a Pârâului Băbuţiu, acolo unde drumul de hotar de la sud-vest de sat se ramifică în două.",locuire,aşezare,20.5.2019,"1. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.93966,23.52688
60142,http://bit.ly/30BCcqm,lipsa cod,60142.01,Aşezarea de la Făureni - Chişpod,Cluj,Vultureni,Făureni,Chişpod,Aşezarea se află pe o terasă a Pârâului Băbuţiu.,locuire,aşezare,20.5.2019,"1. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.92769,23.5437
60115,http://bit.ly/30BHylv,lipsa cod,60115.04,Aşezarea din Băbuţiu - Fundu' Tertiului,Cluj,Vultureni,Băbuţiu,Fundu' Tertiului (Fundu' Chertiurilor),"Situl este amplsat la sud de aşezarea ce are codul RAN 60115.03, la intrarea în sat dinspre Deuşu-Vechea, pe partea dreaptă şi pe malul stâng al Pârâului Băbuţiu",locuire,aşezare,20.5.2019,"1. Marcu, Felix; Cupcea, Geroge, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.93966,23.52688
60115,http://bit.ly/2KYXadv,lipsa cod,60115.03,Aşezarea de la Băbuţiu - Fundu' Tertiului,Cluj,Vultureni,Băbuţiu,Fundu' Tertiului (Fundu' Chertiurilor),Aşezarea este amplasată de la ieşirea din sat înspre Şoimeni urmărind drumul pietruit care duce înspre câteva depozite (la est de sat).,locuire,aşezare,20.5.2019,"1. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.93966,23.52688
60151,http://bit.ly/2KVTw3L,lipsa cod,60151.07,Aşezarea de la Şoimeni - Dealul Cremenii,Cluj,Vultureni,Şoimeni,Dealul Cremenii (Groapa Vântului/Gaura Vântului),lipsa reper,locuire,aşezare,20.5.2019,"1. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.95924,23.53117
60106,http://bit.ly/30xz5Qa,lipsa cod,60106.06,Aşezarea de la Vultureni - La Ambrozie,Cluj,Vultureni,Vultureni,La Ambrozie (Vadu' Ştiubei),"Aşezarea se află la o distanţă de circa 40 de m est de punctele ce au codul RAN 60106.04 şi 60106.05, de asemenea pe malul drept a Văii Borşei.",locuire,aşezare,20.5.2019,"1. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.96101,23.56012
60106,http://bit.ly/2KY1mdt,lipsa cod,60106.05,Aşezarea de la Vultureni - Vadu' Ştiubei,Cluj,Vultureni,Vultureni,Vadu' Ştiubei (Sala Giulei),"Situl se află în amonte de Vadul Ştiubei, înspre Sala Giulei.",locuire,aşezare,20.5.2019,"1. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.96101,23.56012
54984,http://bit.ly/2KY1mKv,lipsa cod,54984.26,Situl arheologic medieval de la Cluj-Napoca-la sud de dealul Calvaria,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,la sud de dealul Calvaria,"Situl se află la sud de dealul Clavaria, între Calea Mănăştur la nord şi strada Primăverii la vest.",locuire,aşezarea şi necropola,18.5.2019,"1. Direcția Județeană pentru Cultură Cluj; SC Arvada SRL, 2007 [Fişă de sit]
 
",46.76359,23.61582
54984,http://bit.ly/2KVTyIV,lipsa cod,54984.25,Locuirea hallstattiană de la Cluj-Napoca-Calea Mănăştur,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,Calea Mănăştur,"Calea Mănăştur, bloc E5",locuire,aşezare,18.5.2019,"1. Direcția Județeană pentru Cultură Cluj, SC Arvada SRL, 2007 [fișă de sit]
 
",46.76359,23.61582
54984,http://bit.ly/30F70qc,lipsa cod,54984.02,Situl arheologic - oraşul antic Napoca - de la Cluj-Napoca,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,lipsa punct,"Situl se află în zona centrală (între Canalul Morii, Piaţa Păcii, Piaţa Victoriei, Piaţa Muzeului), Str. Regele Ferdinand 6, intersecţia Str. Cotită cu Str. Tipografiei (Magazinul Central), B-dul Eroilor, Str. V. Deleu, Str. General Traian Moşoiu.",locuire civilă,aşezare,18.5.2019,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 817, 29-31 [Ordin MCC] (sursa fişei de sit)
3. Wittenberger, Mihai, Cronica cercetărilor arheologice din România. Campania 1996, CIMEC-Institutul de Memorie Culturală, Bucureşti, 1997, 
4. Alicu, Dorin, Cronica Cercetărilor Arheologice din România, Campania 2008, CIMEC-Institutul de Memorie Culturală, Bucureşti, 2009, 
5. Rusu-Bolindeţ, Viorica, 2005 [Fişă de sit]
6. Diaconescu, Alexandru, 2006 [fișă tehnică]
7. Bota, Emilian, 2007 [Fişă de sit]
8. Cociş, Sorin, 2006 [raport de cercetare preventivă]
9. Bolindeț, Victor Rusu, 2006 [raport de cercetare preventivă]
10. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 147 [Repertoriu] (sursa fişei de sit)
11. Direcția Județeană de Cultură Cluj; SC Arvada SRL, 2007 [fișă de sit]
 
",46.77833,23.59445
57911,http://bit.ly/2KY1oSD,lipsa cod,57911.15,Situl arheologic de la Gilău-la sud de castru,Cluj,Gilău,Gilău,la sud de castru,"Situl se află imediat la sud de castru, între iumita parcului dendrologic al Castelul Rakoczy la nord şi strada Republicii la sud.",locuire,aşezare,18.5.2019,"1. Direcția de Cultură a Județului Cluj; SC Arvada SRL, 2007 [fișă de sit]
 
",46.75293,23.38697
57911,http://bit.ly/2KY1r0L,lipsa cod,57911.14,Aşezarea din epoca bronzului de la Gilău - Budulău,Cluj,Gilău,Gilău,Budulău,lipsa reper,locuire,aşezare,18.5.2019,"1. Crişan, I. H.,  Bărbulescu, M.,  Chirilă, E.,  Vasiliev, V.,  Winkler, I., Repertoriul arheologic al  județului Cluj, Cluj, 1992, 222 [Publicaţie]
 
",46.77442,23.36095
54984,http://bit.ly/2KVTCbD,CJ-I-s-B-06924,54984.10,Cetatea medievală de la Cluj-Napoca - Calvaria,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,Calvaria (Dealul Cetăţii),"Urmele cetăţii medievale se observă în punctul Mănăştur, Dealul Calvaria şi zonele învecinate.",locuire,cetate de pământ,17.5.2019,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 14-16 [Ordin MCC] (sursa fişei de sit)
3. Crișan I. H., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 120 [Repertoriu] (sursa fişei de sit)
4. Țiplic, Ioan Marian, Organizarea defensivă a Transilvaniei în Evul Mediu, secolele X-XIV, Militară, București, 2006, 243 [Publicaţie]
 
",46.76359,23.61582
56229,http://bit.ly/2KX2Owy,CJ-I-s-A-06980,56229.01,Aşezarea eneolică de la Bonţida - Podărie,Cluj,Bonţida,Bonţida,Podărie,"Aşezarea poate fi identificată pe locul ""Podărie"", între Someş şi ""Valea Gădălinului"".",locuire civilă,aşezare,17.5.2019,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 152 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 826, 151 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 69 [Repertoriu] (sursa fişei de sit)
 
",46.89208,23.81222
59746,http://bit.ly/2KX2P3A,lipsa cod,59746.01,Tezaurul monetar de la Tritenii de Sus - Pădurea Domnilor,Cluj,Tritenii De Jos,Tritenii De Sus,Pădurea Domnilor,"Tezaurul a fost descoperit la marginea sud-estică a Pădurii Domnilor, ce se afla la cca 100 m vest de localitate.",descoperire întâmplătoare,tezaur,27.3.2019,"1. Rădeanu, Virginia, 2018 [fișă de sit]
 
",46.60448,23.98414
55268,http://bit.ly/2KX2PR8,lipsa cod,55268.12,Aşezarea civilă romană de la Turda - Dealul Cetăţii,Cluj,Municipiul Turda,Turda,Dealul Cetăţii,"La vest de rezervaţia arheologică castrul Legiunii V Macedonica, aflată pe Dealul Cetăţii, în zona extravilană vestică a municipiului Turda, între marginea municipiului şi calea ferată Turda-Sănduleşti, între strada Aleea Corbului şi I.I. Russu F.N.",locuire,aşezare,27.3.2019,"1. Andone-Rotaru, Mariana, 2018 [Fişă de sit]
2. Crișan I. H. Et alli, Repertoriul arheologic al județului Cluj, 1992 [Publicaţie]
3. Bărbulescu, M., Potaissa. Studiu monografic, Turda, 1994, 70-71 [Publicaţie]
4. Potaissa. Studii și comunicări, vol. 2, Turda, 1980 [Publicaţie]
5. Bărbulescu, M., Cătinaş, A., Les inscriptions d`un temple de Potaissa, in La politique édilitaire dans les provinces de l`Empire romain. Actes du Ier Colloque Roumano-Suisse, Cluj-Napoca, 1993, 47-62, 11-13 [Publicaţie]
6. M. Pîslaru,, The Roman Coins from Potaissa. Legionary Fortress and Ancient Town, Cluj -Napoca, 2009, 221-225 [Publicaţie]
 
",46.57394,23.76456
58277,http://bit.ly/2KX6Yoo,lipsa cod,58277.04,Depozitul de bronzuri de la Gădălin - Pădurea Mineşului,Cluj,Jucu,Gădălin,Pădurea Mineşului,Depozitul a fost descoperit în partea de sud a Pădurii mineşului aflată la sud de localitate.,Descoperire întâmplătoare,depozit,26.3.2019,"1. Rotea, Mihai, 2018 [fișă de sit]
 
",46.81229,23.84278
57715,http://bit.ly/2KY73YM,lipsa cod,57715.06,Situl arheologic de la Floreşti - Şapca Verde,Cluj,Floreşti,Floreşti,Şapca Verde,"Situl se află la 100 m, în stângă DN1-E60 şi la 85 m vest de Valea Gârbăului. Este mărginit la vest de V. Gârboului, iar la sud de Dealul Razoarele care continuă, de-a lungul Văii Boşorului, spre sud, sub numele de Dealul Gârboului.",locuire,aşezare şi necropolă,11.12.2018,"1. Cociş, Sorin, 491, 2006 [Fişă de sit] (sursa fişei de sit)
2. Cociş, Sorin, 2007 [raport de cercetare preventivă]
3. Rotea, M., 2007 [raport de cercetare preventivă]
 
",46.75195,25.53139
58124,http://bit.ly/2KXaI9j,lipsa cod,58124.01,Drumul secundar roman de la Valea Agrişului - Drumul romanilor,Cluj,Iara,Valea Agrişului,Drumul romanilor,"Drumul roman trece prin centrul localităţii Valea Agrişului, de la est la vest.",drum,drum,4.12.2018,"1. Chiorean, Paul Florin, 2018 [Fişă de sit] (sursa fişei de sit)
2. The secondary roads of Potaissa. Case Study: A new road segment from Livada - Valea Agrișului - Iara (Cluj Country), Ziridava, 2018 [Publicaţie]
 
",46.5701,23.55606
58017,http://bit.ly/2KUVJwt,lipsa cod,58017.04,Drumul secundar roman de la Iara - Drumul romanilor,Cluj,Iara,Iara,Drumul romanilor,Drumul roman întretaie localitatea Iara de la NEE la SVV.,drum de piatră,drum,4.12.2018,"1. Chiorean, Paul Florin, 2018 [Fişă de sit] (sursa fişei de sit)
2. Chiorean, Paul Florin, The secondary roads of Potaissa. Case Study: A new road segment from Livada - Valea Agrișului - Iara (Cluj Country), Ziridava, 2018 [Publicaţie]
 
",46.55405,23.516
58954,http://bit.ly/2KY1ytd,lipsa cod,58954.01,Drumul roman secundar de la Livada - Drumul romanilor,Cluj,Petreştii De Jos,Livada,Drumul romanilor,"Drumul roman se află în partea de nord a localităţii Livezile, pe direcţia nord-est înspre vest.",drum de piatră,drum,4.12.2018,"1. Chiorean, Paul Florin, 2018 [Fişă de sit] (sursa fişei de sit)
2. Chiorean, Paul Florin, The secondary roads of Potaissa. Case Study: A new road segment from Livada - Valea Agrișului - Iara (Cluj Country), Ziridava, 2018 [Publicaţie]
 
",46.57018,23.59099
57038,http://bit.ly/30AA1mJ,lipsa cod,57038.04,Situl arheologic de la Pădureni - Valea Fânaţelor,Cluj,Chinteni,Pădureni,Valea Fânaţelor,"Obiectivul arheologic se află la cca. 1 km vest de drumul judeţean care leagă Clujul de Pădureni şi Feiurdeni (DJ109V); la 350 m sud de liziera Pădurii Cerei/Cerăi, care delimitează şi hotarul
între municipiul Cluj-Napoca şi comuna Feiurdeni, respectiv satul Pădureni; lângă izvorul unui pârâu secundar, afluent de dreapta
al Văii Fânaţelor.",locuire,aşezare,2.8.2018,"1. Toda, Oana, 2017 [Fişă de sit] (sursa fişei de sit)
2. Toda, Oana, Raport de diagnostic arheologic, 2017 [Publicaţie]
 
",46.86788,23.59483
56997,http://bit.ly/30HmytK,lipsa cod,56997.08,Situl arheologic de la Chinteni - Valea Tiburţului III (amonte),Cluj,Chinteni,Chinteni,Valea Tiburţului III (amonte),"Obiectivul arheologic se află la nord de comună, pe dreapta drumului judeţean care duce înspre Vechea şi Deuşu (DJ109A).",locuire,aşezare,2.8.2018,"1. Toda, Oana, 2017 [Fişă de sit] (sursa fişei de sit)
2. Toda, Oana, Raport de diagnostic arheologic, 2017 [Publicaţie]
 
",46.86192,23.53741
56997,http://bit.ly/30LefNz,lipsa cod,56997.07,Situl arheologic de la Chinteni - Valea Tiburţului II (Pârâul Lab),Cluj,Chinteni,Chinteni,Valea Tiburţului II (Pârâul Lab) (Láb Patak),"Situl arheologic se află localizat la capătul de nord al satului, pe dreapta drumului judeţean care duce înspre Vechea şi Deuşu (DJ109A).",locuire,aşezare,2.8.2018,"1. Toda, Oana, 2017 [Fişă de sit] (sursa fişei de sit)
2. Toda, Oana, Raport de diagnostic arheologic, 2017 [Publicaţie]
 
",46.86192,23.53741
56997,http://bit.ly/2KY1BFp,lipsa cod,56997.06,Situl arheologic de la Chinteni - Valea Tiburţului I (aval),Cluj,Chinteni,Chinteni,Valea Tiburţului I (aval) (Kajántó),"Situl arheologic se află la nord de comuna Chinteni, pe dreapta drumului judeţean care duce înspre Vechea şi Deuşu (DJ109A).",locuire,aşezare,2.8.2018,"1. Toda, Oana, Raport diagnostic arheologic, Târgu Mureș, 2017 [Publicaţie]
2. Toda, Oana, 2017 [Fişă de sit] (sursa fişei de sit)
 
",46.86192,23.53741
57056,http://bit.ly/2KY1ERB,lipsa cod,57056.04,Situl arheologic de la Săliştea Veche - Hesei (Házhely),Cluj,Chinteni,Săliştea Veche,Hesei,"Situl arheologic se află la capătul de nord-est al satului, pe dreapta drumului judeţean DJ105T, la confluenţa a două pâraie, afluenţi de stânga ai Pârâului Săliştei, si pe un deal cu înălţime scăzută.",locuire,aşezare,1.8.2018,"1. Toda, Oana, 2017 [Fişă de sit] (sursa fişei de sit)
2. Toda, Oana, Raport tehnic de diagnostic arheologic, Târgu Mureș, 2017 [Publicaţie]
 
",46.8917,23.47225
55268,http://bit.ly/2KUVaTs,CJ-II-m-A-07793,55268.11,Situl arheologic Biserica reformată calvină Turda Veche de la Turda-Piaţa Centrală (Ótordai reformatus templom),Cluj,Municipiul Turda,Turda,Piaţa Centrală,Situl se află la capătul sudic al Pieţei centrale (Piaţa Republicii).,structură de cult/religioasă,biserică şi cimitir,22.5.2018,"1. Biserica Reformată-Calvină din Turda-Veche, Wikipedia, 
2. Marcu, Daniela, Cronica cercetărilor aheologice din România, campania 2010, CIMEC- Institutul de Memorie Culturală, București, 2011, 4674, 
3. Crișan I. H., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 398 [Repertoriu] (sursa fişei de sit)
 
",46.56674,23.79394
57038,http://bit.ly/2KWLJ5P,lipsa cod,57038.03,Depozitul de piese gepidige de la Pădureni,Cluj,Chinteni,Pădureni,lipsa punct,Descoperirea s-a făcut la marginea pădurii de la vest de satul Pădureni.,descoperire întâmplătoare,depozit,5.4.2018,"1. Cubleșan Victor, Rădeanu Virginia, Referitor la decoperire arheologică cu detectorul de metale în comuna Chinteni,  jud. Cluj, Direcția Județeană de Cultură Cluj, 2018 [notificare]
 
",46.86886,23.57634
54984,http://bit.ly/2KX6YVq,lipsa cod,54984.219,Aşezarea de epoca bronzului de la Cluj - Dealul Lomb,Cluj,Municipiul Cluj-Napoca,Cluj-Napoca,Dealul Lomb,Situl arheologic se află la Est de villa rustica; în stânga drumului de pământ ce urcă din Valea Chintăului.,locuire,aşezare,1.2.2018,"1. Bereteu, Dinu Ioan, Contribuții la repertoriul arheologic al judeţului Cluj, Sargetia (S.N.), V, 2014, 90, nr. 4C [Publicaţie]
2. Bereteu, Dinu Ioan, 2018 [Fişă de sit] (sursa fişei de sit)
 
",46.82175,23.58705
